Order NO,Order Date,Month/Yr,Day of Week,Pie Flavor,Quantity,Cost,Slice Or Whole Pie,Pre-Order/In-Store Purchase,Organic?
11715,10-03-2020,01-03-2020,Tuesday,Fudge,4,80,Whole,In-Store,No
11716,10-03-2020,01-03-2020,Tuesday,Apple,1,2.5,Slice,In-Store,No
11717,10-03-2020,01-03-2020,Tuesday,Fudge,5,100,Whole,In-Store,No
11718,10-03-2020,01-03-2020,Tuesday,Blueberry,2,40,Whole,In-Store,No
11719,10-03-2020,01-03-2020,Tuesday,Apple,2,40,Whole,In-Store,Yes
11720,10-03-2020,01-03-2020,Tuesday,Blueberry,5,12.5,Slice,In-Store,No
11721,10-03-2020,01-03-2020,Tuesday,Apple,5,12.5,Slice,In-Store,No
11722,05-03-2021,01-03-2021,Friday,Strawberry Rhubarb,2,5,Slice,Pre-Order,No
11723,05-03-2021,01-03-2021,Friday,Strawberry Rhubarb,1,20,Whole,Pre-Order,No
11724,05-03-2021,01-03-2021,Friday,Pumpkin,1,20,Whole,In-Store,Yes
11725,05-03-2021,01-03-2021,Friday,Pumpkin,2,40,Whole,In-Store,No
11726,05-03-2021,01-03-2021,Friday,Pumpkin,2,40,Whole,In-Store,No
11727,05-03-2021,01-03-2021,Friday,Pumpkin,4,10,Slice,In-Store,No
11728,05-03-2021,01-03-2021,Friday,Pumpkin,3,7.5,Slice,In-Store,Yes
11729,05-03-2021,01-03-2021,Friday,Pumpkin,4,10,Slice,In-Store,Yes
11730,05-03-2021,01-03-2021,Friday,Pumpkin,5,100,Whole,In-Store,Yes
11731,05-03-2021,01-03-2021,Friday,Pumpkin,5,100,Whole,Pre-Order,No
11732,05-03-2021,01-03-2021,Friday,Pumpkin,2,40,Whole,In-Store,Yes
11733,15-07-2021,01-07-2021,Thursday,Strawberry Rhubarb,3,7.5,Slice,Pre-Order,No
11734,15-07-2021,01-07-2021,Thursday,Strawberry Rhubarb,5,12.5,Slice,In-Store,Yes
11735,15-07-2021,01-07-2021,Thursday,Strawberry Rhubarb,2,5,Slice,In-Store,Yes
11736,15-07-2021,01-07-2021,Thursday,Strawberry Rhubarb,4,80,Whole,Pre-Order,No
11737,15-07-2021,01-07-2021,Thursday,Strawberry Rhubarb,2,5,Slice,Pre-Order,No
11738,15-07-2021,01-07-2021,Thursday,Strawberry Rhubarb,1,20,Whole,In-Store,Yes
11739,10-04-2020,01-04-2020,Friday,Other,3,7.5,Slice,In-Store,No
11740,10-04-2020,01-04-2020,Friday,Other,5,100,Whole,In-Store,Yes
11741,10-04-2020,01-04-2020,Friday,Cherry,1,2.5,Slice,In-Store,Yes
11742,09-12-2020,01-12-2020,Wednesday,Pumpkin,4,10,Slice,In-Store,Yes
11743,09-12-2020,01-12-2020,Wednesday,Pumpkin,3,60,Whole,In-Store,No
11744,09-12-2020,01-12-2020,Wednesday,Pumpkin,5,100,Whole,Pre-Order,Yes
11745,09-12-2020,01-12-2020,Wednesday,Apple,5,12.5,Slice,In-Store,Yes
11746,09-12-2020,01-12-2020,Wednesday,Fudge,2,40,Whole,Pre-Order,No
11747,09-12-2020,01-12-2020,Wednesday,Fudge,4,10,Slice,Pre-Order,Yes
11748,09-12-2020,01-12-2020,Wednesday,Other,4,10,Slice,In-Store,No
11749,09-12-2020,01-12-2020,Wednesday,Other,4,80,Whole,Pre-Order,No
11750,09-12-2020,01-12-2020,Wednesday,Fudge,3,60,Whole,In-Store,No
11751,09-12-2020,01-12-2020,Wednesday,Other,5,12.5,Slice,Pre-Order,Yes
11752,09-12-2020,01-12-2020,Wednesday,Apple,3,60,Whole,In-Store,Yes
11753,09-12-2020,01-12-2020,Wednesday,Pumpkin,3,7.5,Slice,In-Store,No
11754,09-12-2020,01-12-2020,Wednesday,Pumpkin,3,7.5,Slice,Pre-Order,No
11755,09-12-2020,01-12-2020,Wednesday,Pumpkin,3,60,Whole,Pre-Order,Yes
11756,09-12-2020,01-12-2020,Wednesday,Pumpkin,2,40,Whole,In-Store,No
11757,13-10-2021,01-10-2021,Wednesday,Pumpkin,4,80,Whole,Pre-Order,No
11758,13-10-2021,01-10-2021,Wednesday,Pumpkin,3,60,Whole,Pre-Order,No
11759,13-10-2021,01-10-2021,Wednesday,Fudge,2,5,Slice,Pre-Order,No
11760,13-10-2021,01-10-2021,Wednesday,Fudge,5,12.5,Slice,In-Store,No
11761,13-10-2021,01-10-2021,Wednesday,Fudge,4,10,Slice,Pre-Order,No
11762,13-10-2021,01-10-2021,Wednesday,Fudge,4,10,Slice,In-Store,No
11763,13-10-2021,01-10-2021,Wednesday,Apple,5,12.5,Slice,In-Store,Yes
11764,13-10-2021,01-10-2021,Wednesday,Apple,3,7.5,Slice,Pre-Order,No
11765,13-10-2021,01-10-2021,Wednesday,Fudge,5,100,Whole,Pre-Order,No
11766,13-10-2021,01-10-2021,Wednesday,Fudge,5,100,Whole,In-Store,No
11767,13-10-2021,01-10-2021,Wednesday,Fudge,2,5,Slice,In-Store,No
11768,13-10-2021,01-10-2021,Wednesday,Fudge,4,80,Whole,In-Store,No
11769,13-10-2021,01-10-2021,Wednesday,Fudge,3,7.5,Slice,In-Store,Yes
11770,13-10-2021,01-10-2021,Wednesday,Fudge,5,12.5,Slice,Pre-Order,No
11771,13-06-2020,01-06-2020,Saturday,Fudge,2,5,Slice,Pre-Order,Yes
11772,13-06-2020,01-06-2020,Saturday,Apple,4,10,Slice,Pre-Order,No
11773,13-06-2020,01-06-2020,Saturday,Fudge,4,80,Whole,Pre-Order,Yes
11774,13-06-2020,01-06-2020,Saturday,Blueberry,3,60,Whole,In-Store,No
11775,13-06-2020,01-06-2020,Saturday,Apple,3,60,Whole,Pre-Order,No
11776,13-06-2020,01-06-2020,Saturday,Blueberry,5,12.5,Slice,Pre-Order,Yes
11777,13-06-2020,01-06-2020,Saturday,Apple,1,20,Whole,In-Store,No
11778,13-06-2020,01-06-2020,Saturday,Strawberry Rhubarb,1,2.5,Slice,Pre-Order,No
11779,18-02-2021,01-02-2021,Thursday,Apple,5,100,Whole,Pre-Order,Yes
11780,18-02-2021,01-02-2021,Thursday,Fudge,4,80,Whole,Pre-Order,Yes
11781,18-02-2021,01-02-2021,Thursday,Fudge,2,5,Slice,In-Store,Yes
11782,18-02-2021,01-02-2021,Thursday,Fudge,1,20,Whole,In-Store,Yes
11783,18-02-2021,01-02-2021,Thursday,Fudge,1,20,Whole,Pre-Order,Yes
11784,18-02-2021,01-02-2021,Thursday,Fudge,3,7.5,Slice,In-Store,No
11785,18-02-2021,01-02-2021,Thursday,Fudge,3,7.5,Slice,In-Store,Yes
11786,18-02-2021,01-02-2021,Thursday,Fudge,2,40,Whole,In-Store,Yes
11787,18-02-2021,01-02-2021,Thursday,Apple,3,7.5,Slice,In-Store,No
11788,18-02-2021,01-02-2021,Thursday,Fudge,4,10,Slice,Pre-Order,Yes
11789,18-02-2021,01-02-2021,Thursday,Blueberry,2,5,Slice,Pre-Order,Yes
11790,18-02-2021,01-02-2021,Thursday,Apple,3,7.5,Slice,In-Store,No
11791,18-02-2021,01-02-2021,Thursday,Blueberry,4,10,Slice,In-Store,No
11792,18-02-2021,01-02-2021,Thursday,Apple,2,5,Slice,Pre-Order,Yes
11793,15-06-2019,01-06-2019,Saturday,Apple,1,20,Whole,Pre-Order,Yes
11794,15-06-2019,01-06-2019,Saturday,Apple,1,2.5,Slice,In-Store,Yes
11795,08-09-2020,01-09-2020,Tuesday,Pumpkin,1,20,Whole,In-Store,Yes
11796,08-09-2020,01-09-2020,Tuesday,Pumpkin,3,60,Whole,In-Store,Yes
11797,08-09-2020,01-09-2020,Tuesday,Pumpkin,3,60,Whole,In-Store,Yes
11798,08-09-2020,01-09-2020,Tuesday,Pumpkin,1,2.5,Slice,In-Store,No
11799,08-09-2020,01-09-2020,Tuesday,Pumpkin,2,40,Whole,Pre-Order,Yes
11800,08-09-2020,01-09-2020,Tuesday,Pumpkin,3,7.5,Slice,Pre-Order,No
11801,08-09-2020,01-09-2020,Tuesday,Pumpkin,2,5,Slice,Pre-Order,Yes
11802,08-09-2020,01-09-2020,Tuesday,Pumpkin,1,20,Whole,Pre-Order,No
11803,08-09-2020,01-09-2020,Tuesday,Pumpkin,3,7.5,Slice,Pre-Order,No
11804,10-04-2021,01-04-2021,Saturday,Strawberry Rhubarb,2,40,Whole,In-Store,No
11805,10-04-2021,01-04-2021,Saturday,Cherry,4,10,Slice,In-Store,Yes
11806,10-04-2021,01-04-2021,Saturday,Apple,2,40,Whole,Pre-Order,Yes
11807,10-04-2021,01-04-2021,Saturday,Cherry,1,20,Whole,In-Store,No
11808,10-04-2021,01-04-2021,Saturday,Strawberry Rhubarb,5,100,Whole,Pre-Order,No
11809,10-04-2021,01-04-2021,Saturday,Apple,4,10,Slice,In-Store,No
11810,10-04-2021,01-04-2021,Saturday,Cherry,4,80,Whole,Pre-Order,No
11811,10-04-2021,01-04-2021,Saturday,Strawberry Rhubarb,4,80,Whole,In-Store,Yes
11812,10-04-2021,01-04-2021,Saturday,Strawberry Rhubarb,3,7.5,Slice,Pre-Order,No
11813,10-04-2021,01-04-2021,Saturday,Cherry,5,100,Whole,In-Store,Yes
11814,10-04-2021,01-04-2021,Saturday,Cherry,3,7.5,Slice,Pre-Order,No
11815,10-04-2021,01-04-2021,Saturday,Strawberry Rhubarb,2,40,Whole,Pre-Order,No
11816,10-04-2021,01-04-2021,Saturday,Strawberry Rhubarb,2,40,Whole,Pre-Order,No
11817,10-04-2021,01-04-2021,Saturday,Strawberry Rhubarb,1,20,Whole,In-Store,Yes
11818,27-07-2020,01-07-2020,Monday,Strawberry Rhubarb,3,60,Whole,Pre-Order,Yes
11819,27-07-2020,01-07-2020,Monday,Strawberry Rhubarb,4,10,Slice,In-Store,No
11820,27-07-2020,01-07-2020,Monday,Strawberry Rhubarb,5,100,Whole,In-Store,No
11821,27-07-2020,01-07-2020,Monday,Strawberry Rhubarb,3,7.5,Slice,Pre-Order,No
11822,27-07-2020,01-07-2020,Monday,Strawberry Rhubarb,2,40,Whole,In-Store,No
11823,27-07-2020,01-07-2020,Monday,Strawberry Rhubarb,4,80,Whole,In-Store,No
11824,27-07-2020,01-07-2020,Monday,Strawberry Rhubarb,4,10,Slice,In-Store,No
11825,27-07-2020,01-07-2020,Monday,Strawberry Rhubarb,5,100,Whole,In-Store,Yes
11826,27-07-2020,01-07-2020,Monday,Strawberry Rhubarb,3,60,Whole,In-Store,No
11827,27-07-2020,01-07-2020,Monday,Strawberry Rhubarb,3,7.5,Slice,Pre-Order,No
11828,27-07-2020,01-07-2020,Monday,Strawberry Rhubarb,5,12.5,Slice,In-Store,No
11829,27-07-2020,01-07-2020,Monday,Strawberry Rhubarb,5,12.5,Slice,Pre-Order,Yes
11830,27-07-2020,01-07-2020,Monday,Strawberry Rhubarb,3,60,Whole,In-Store,No
11831,27-07-2020,01-07-2020,Monday,Strawberry Rhubarb,5,12.5,Slice,In-Store,No
11832,02-02-2021,01-02-2021,Tuesday,Strawberry Rhubarb,1,20,Whole,In-Store,No
11833,02-02-2021,01-02-2021,Tuesday,Strawberry Rhubarb,4,10,Slice,In-Store,Yes
11834,02-02-2021,01-02-2021,Tuesday,Strawberry Rhubarb,1,2.5,Slice,In-Store,Yes
11835,02-02-2021,01-02-2021,Tuesday,Strawberry Rhubarb,1,2.5,Slice,In-Store,No
11836,02-02-2021,01-02-2021,Tuesday,Strawberry Rhubarb,5,100,Whole,Pre-Order,Yes
11837,02-02-2021,01-02-2021,Tuesday,Strawberry Rhubarb,3,7.5,Slice,Pre-Order,No
11838,02-02-2021,01-02-2021,Tuesday,Strawberry Rhubarb,3,7.5,Slice,In-Store,Yes
11839,02-02-2021,01-02-2021,Tuesday,Strawberry Rhubarb,2,5,Slice,In-Store,Yes
11840,02-02-2021,01-02-2021,Tuesday,Strawberry Rhubarb,1,2.5,Slice,Pre-Order,Yes
11841,02-02-2021,01-02-2021,Tuesday,Strawberry Rhubarb,5,100,Whole,Pre-Order,Yes
11842,02-02-2021,01-02-2021,Tuesday,Strawberry Rhubarb,4,80,Whole,Pre-Order,Yes
11843,02-02-2021,01-02-2021,Tuesday,Strawberry Rhubarb,4,10,Slice,Pre-Order,Yes
11844,02-02-2021,01-02-2021,Tuesday,Strawberry Rhubarb,1,20,Whole,Pre-Order,Yes
11845,02-02-2021,01-02-2021,Tuesday,Strawberry Rhubarb,4,10,Slice,In-Store,Yes
11846,02-02-2021,01-02-2021,Tuesday,Strawberry Rhubarb,4,10,Slice,In-Store,No
11847,02-02-2021,01-02-2021,Tuesday,Strawberry Rhubarb,4,80,Whole,In-Store,Yes
11848,02-02-2021,01-02-2021,Tuesday,Strawberry Rhubarb,1,2.5,Slice,Pre-Order,No
11849,05-01-2021,01-01-2021,Tuesday,Strawberry Rhubarb,4,10,Slice,In-Store,Yes
11850,05-01-2021,01-01-2021,Tuesday,Strawberry Rhubarb,3,60,Whole,In-Store,Yes
11851,05-01-2021,01-01-2021,Tuesday,Strawberry Rhubarb,5,12.5,Slice,In-Store,No
11852,05-01-2021,01-01-2021,Tuesday,Strawberry Rhubarb,2,40,Whole,In-Store,Yes
11853,05-01-2021,01-01-2021,Tuesday,Strawberry Rhubarb,5,100,Whole,Pre-Order,No
11854,05-01-2021,01-01-2021,Tuesday,Strawberry Rhubarb,4,10,Slice,In-Store,Yes
11855,05-01-2021,01-01-2021,Tuesday,Strawberry Rhubarb,4,10,Slice,Pre-Order,No
11856,05-01-2021,01-01-2021,Tuesday,Strawberry Rhubarb,2,40,Whole,Pre-Order,No
11857,05-01-2021,01-01-2021,Tuesday,Pumpkin,3,60,Whole,Pre-Order,Yes
11858,05-01-2021,01-01-2021,Tuesday,Pumpkin,3,7.5,Slice,In-Store,No
11859,05-01-2021,01-01-2021,Tuesday,Pumpkin,5,100,Whole,In-Store,Yes
11860,05-01-2021,01-01-2021,Tuesday,Pumpkin,2,5,Slice,In-Store,Yes
11861,05-01-2021,01-01-2021,Tuesday,Pumpkin,3,60,Whole,In-Store,Yes
11862,05-01-2021,01-01-2021,Tuesday,Pumpkin,4,80,Whole,Pre-Order,Yes
11863,13-02-2021,01-02-2021,Saturday,Blueberry,5,12.5,Slice,In-Store,No
11864,16-06-2020,01-06-2020,Tuesday,Pumpkin,2,5,Slice,Pre-Order,No
11865,16-06-2020,01-06-2020,Tuesday,Pumpkin,3,60,Whole,In-Store,Yes
11866,16-06-2020,01-06-2020,Tuesday,Pumpkin,3,60,Whole,In-Store,No
11867,16-06-2020,01-06-2020,Tuesday,Pumpkin,3,60,Whole,Pre-Order,No
11868,16-06-2020,01-06-2020,Tuesday,Pumpkin,4,80,Whole,In-Store,Yes
11869,16-06-2020,01-06-2020,Tuesday,Fudge,5,100,Whole,Pre-Order,Yes
11870,16-06-2020,01-06-2020,Tuesday,Fudge,5,100,Whole,In-Store,No
11871,16-06-2020,01-06-2020,Tuesday,Fudge,3,60,Whole,In-Store,Yes
11872,16-06-2020,01-06-2020,Tuesday,Fudge,4,80,Whole,Pre-Order,Yes
11873,16-06-2020,01-06-2020,Tuesday,Apple,4,10,Slice,In-Store,Yes
11874,16-06-2020,01-06-2020,Tuesday,Apple,4,80,Whole,In-Store,No
11875,16-06-2020,01-06-2020,Tuesday,Fudge,4,10,Slice,In-Store,Yes
11876,16-06-2020,01-06-2020,Tuesday,Fudge,2,40,Whole,In-Store,No
11877,16-06-2020,01-06-2020,Tuesday,Fudge,4,10,Slice,In-Store,No
11878,16-06-2020,01-06-2020,Tuesday,Fudge,4,10,Slice,In-Store,No
11879,16-06-2020,01-06-2020,Tuesday,Fudge,1,2.5,Slice,In-Store,No
11880,16-06-2020,01-06-2020,Tuesday,Fudge,5,100,Whole,Pre-Order,Yes
11881,16-09-2020,01-09-2020,Wednesday,Strawberry Rhubarb,5,100,Whole,Pre-Order,No
11882,16-09-2020,01-09-2020,Wednesday,Strawberry Rhubarb,3,7.5,Slice,Pre-Order,No
11883,16-09-2020,01-09-2020,Wednesday,Strawberry Rhubarb,2,40,Whole,Pre-Order,Yes
11884,21-03-2020,01-03-2020,Saturday,Strawberry Rhubarb,3,7.5,Slice,In-Store,Yes
11885,21-03-2020,01-03-2020,Saturday,Strawberry Rhubarb,3,7.5,Slice,Pre-Order,No
11886,21-03-2020,01-03-2020,Saturday,Strawberry Rhubarb,4,80,Whole,In-Store,Yes
11887,21-03-2020,01-03-2020,Saturday,Strawberry Rhubarb,5,12.5,Slice,In-Store,Yes
11888,21-03-2020,01-03-2020,Saturday,Strawberry Rhubarb,4,10,Slice,Pre-Order,No
11889,21-03-2020,01-03-2020,Saturday,Strawberry Rhubarb,3,60,Whole,Pre-Order,No
11890,21-03-2020,01-03-2020,Saturday,Strawberry Rhubarb,4,80,Whole,In-Store,Yes
11891,21-03-2020,01-03-2020,Saturday,Strawberry Rhubarb,3,7.5,Slice,Pre-Order,No
11892,21-03-2020,01-03-2020,Saturday,Strawberry Rhubarb,1,2.5,Slice,Pre-Order,Yes
11893,27-03-2021,01-03-2021,Saturday,Apple,2,40,Whole,Pre-Order,Yes
11894,27-03-2021,01-03-2021,Saturday,Blueberry,2,5,Slice,In-Store,Yes
11895,27-03-2021,01-03-2021,Saturday,Other,5,100,Whole,In-Store,No
11896,27-03-2021,01-03-2021,Saturday,Strawberry Rhubarb,2,5,Slice,Pre-Order,No
11897,27-03-2021,01-03-2021,Saturday,Strawberry Rhubarb,4,80,Whole,Pre-Order,Yes
11898,27-03-2021,01-03-2021,Saturday,Strawberry Rhubarb,3,60,Whole,Pre-Order,No
11899,27-03-2021,01-03-2021,Saturday,Other,4,80,Whole,Pre-Order,No
11900,27-03-2021,01-03-2021,Saturday,Strawberry Rhubarb,4,80,Whole,In-Store,Yes
11901,27-03-2021,01-03-2021,Saturday,Other,3,60,Whole,Pre-Order,Yes
11902,27-03-2021,01-03-2021,Saturday,Strawberry Rhubarb,5,12.5,Slice,Pre-Order,No
11903,27-03-2021,01-03-2021,Saturday,Strawberry Rhubarb,3,7.5,Slice,In-Store,No
11904,27-03-2021,01-03-2021,Saturday,Cherry,2,5,Slice,In-Store,No
11905,27-03-2021,01-03-2021,Saturday,Strawberry Rhubarb,2,40,Whole,In-Store,No
11906,27-03-2021,01-03-2021,Saturday,Cherry,5,100,Whole,Pre-Order,No
11907,27-03-2021,01-03-2021,Saturday,Strawberry Rhubarb,3,7.5,Slice,In-Store,Yes
11908,20-01-2021,01-01-2021,Wednesday,Cherry,2,40,Whole,In-Store,No
11909,20-01-2021,01-01-2021,Wednesday,Strawberry Rhubarb,4,80,Whole,Pre-Order,Yes
11910,20-01-2021,01-01-2021,Wednesday,Apple,5,100,Whole,Pre-Order,No
11911,20-01-2021,01-01-2021,Wednesday,Apple,3,60,Whole,In-Store,Yes
11912,20-01-2021,01-01-2021,Wednesday,Apple,3,7.5,Slice,Pre-Order,No
11913,20-01-2021,01-01-2021,Wednesday,Apple,4,80,Whole,In-Store,Yes
11914,20-01-2021,01-01-2021,Wednesday,Apple,3,60,Whole,Pre-Order,No
11915,20-01-2021,01-01-2021,Wednesday,Apple,1,20,Whole,In-Store,Yes
11916,20-01-2021,01-01-2021,Wednesday,Apple,4,80,Whole,Pre-Order,Yes
11917,20-01-2021,01-01-2021,Wednesday,Apple,5,100,Whole,Pre-Order,No
11918,20-01-2021,01-01-2021,Wednesday,Apple,4,10,Slice,In-Store,Yes
11919,20-01-2021,01-01-2021,Wednesday,Apple,1,20,Whole,In-Store,No
11920,20-01-2021,01-01-2021,Wednesday,Apple,5,12.5,Slice,Pre-Order,No
11921,20-01-2021,01-01-2021,Wednesday,Apple,5,100,Whole,Pre-Order,Yes
11922,20-01-2021,01-01-2021,Wednesday,Apple,3,60,Whole,In-Store,No
11923,20-01-2021,01-01-2021,Wednesday,Apple,1,20,Whole,In-Store,Yes
11924,20-01-2021,01-01-2021,Wednesday,Apple,5,100,Whole,Pre-Order,Yes
11925,12-02-2021,01-02-2021,Friday,Blueberry,1,20,Whole,In-Store,Yes
11926,12-02-2021,01-02-2021,Friday,Blueberry,3,60,Whole,In-Store,Yes
11927,12-02-2021,01-02-2021,Friday,Apple,3,60,Whole,Pre-Order,Yes
11928,12-02-2021,01-02-2021,Friday,Apple,2,5,Slice,Pre-Order,No
11929,12-02-2021,01-02-2021,Friday,Blueberry,1,2.5,Slice,In-Store,Yes
11930,12-02-2021,01-02-2021,Friday,Other,1,20,Whole,In-Store,No
11931,12-02-2021,01-02-2021,Friday,Strawberry Rhubarb,5,100,Whole,Pre-Order,No
11932,12-02-2021,01-02-2021,Friday,Strawberry Rhubarb,5,12.5,Slice,Pre-Order,Yes
11933,12-02-2021,01-02-2021,Friday,Strawberry Rhubarb,1,20,Whole,Pre-Order,Yes
11934,14-09-2019,01-09-2019,Saturday,Other,5,12.5,Slice,In-Store,Yes
11935,16-01-2020,01-01-2020,Thursday,Apple,4,80,Whole,In-Store,No
11936,27-04-2021,01-04-2021,Tuesday,Fudge,5,100,Whole,Pre-Order,No
11937,27-04-2021,01-04-2021,Tuesday,Apple,1,2.5,Slice,In-Store,No
11938,27-04-2021,01-04-2021,Tuesday,Blueberry,4,80,Whole,In-Store,Yes
11939,15-06-2021,01-06-2021,Tuesday,Strawberry Rhubarb,4,10,Slice,In-Store,Yes
11940,15-06-2021,01-06-2021,Tuesday,Strawberry Rhubarb,3,60,Whole,Pre-Order,No
11941,15-06-2021,01-06-2021,Tuesday,Strawberry Rhubarb,2,40,Whole,Pre-Order,Yes
11942,10-10-2019,01-10-2019,Thursday,Pumpkin,5,12.5,Slice,In-Store,Yes
11943,10-10-2019,01-10-2019,Thursday,Pumpkin,1,20,Whole,In-Store,Yes
11944,10-10-2019,01-10-2019,Thursday,Pumpkin,2,40,Whole,Pre-Order,Yes
11945,10-10-2019,01-10-2019,Thursday,Pumpkin,4,80,Whole,Pre-Order,Yes
11946,10-10-2019,01-10-2019,Thursday,Pumpkin,1,20,Whole,In-Store,No
11947,13-12-2019,01-12-2019,Friday,Pumpkin,4,80,Whole,In-Store,Yes
11948,13-12-2019,01-12-2019,Friday,Pumpkin,1,20,Whole,Pre-Order,Yes
11949,13-12-2019,01-12-2019,Friday,Pumpkin,5,12.5,Slice,In-Store,Yes
11950,13-12-2019,01-12-2019,Friday,Apple,1,20,Whole,Pre-Order,No
11951,29-04-2021,01-04-2021,Thursday,Strawberry Rhubarb,4,80,Whole,In-Store,No
11952,29-04-2021,01-04-2021,Thursday,Strawberry Rhubarb,3,7.5,Slice,Pre-Order,No
11953,29-04-2021,01-04-2021,Thursday,Strawberry Rhubarb,3,60,Whole,In-Store,No
11954,29-04-2021,01-04-2021,Thursday,Strawberry Rhubarb,4,80,Whole,Pre-Order,Yes
11955,29-04-2021,01-04-2021,Thursday,Pumpkin,3,60,Whole,Pre-Order,No
11956,29-04-2021,01-04-2021,Thursday,Strawberry Rhubarb,1,20,Whole,In-Store,No
11957,20-05-2021,01-05-2021,Thursday,Other,3,7.5,Slice,In-Store,No
11958,20-05-2021,01-05-2021,Thursday,Cherry,3,7.5,Slice,In-Store,No
11959,20-05-2021,01-05-2021,Thursday,Cherry,4,10,Slice,In-Store,Yes
11960,20-05-2021,01-05-2021,Thursday,Other,4,10,Slice,In-Store,No
11961,20-05-2021,01-05-2021,Thursday,Strawberry Rhubarb,1,20,Whole,Pre-Order,Yes
11962,20-05-2021,01-05-2021,Thursday,Strawberry Rhubarb,5,100,Whole,In-Store,No
11963,20-05-2021,01-05-2021,Thursday,Strawberry Rhubarb,1,2.5,Slice,Pre-Order,No
11964,20-05-2021,01-05-2021,Thursday,Strawberry Rhubarb,3,7.5,Slice,Pre-Order,Yes
11965,02-09-2021,01-09-2021,Thursday,Fudge,2,5,Slice,Pre-Order,Yes
11966,02-09-2021,01-09-2021,Thursday,Fudge,1,20,Whole,In-Store,No
11967,02-09-2021,01-09-2021,Thursday,Fudge,3,7.5,Slice,In-Store,No
11968,02-09-2021,01-09-2021,Thursday,Apple,5,100,Whole,In-Store,Yes
11969,02-09-2021,01-09-2021,Thursday,Apple,5,12.5,Slice,Pre-Order,Yes
11970,02-09-2021,01-09-2021,Thursday,Fudge,1,20,Whole,In-Store,No
11971,02-09-2021,01-09-2021,Thursday,Blueberry,5,12.5,Slice,Pre-Order,No
11972,02-09-2021,01-09-2021,Thursday,Fudge,1,2.5,Slice,In-Store,Yes
11973,02-09-2021,01-09-2021,Thursday,Fudge,3,60,Whole,In-Store,No
11974,02-09-2021,01-09-2021,Thursday,Fudge,1,20,Whole,In-Store,No
11975,02-09-2021,01-09-2021,Thursday,Fudge,5,100,Whole,In-Store,Yes
11976,02-09-2021,01-09-2021,Thursday,Fudge,3,7.5,Slice,Pre-Order,Yes
11977,02-09-2021,01-09-2021,Thursday,Apple,3,7.5,Slice,In-Store,Yes
11978,02-09-2021,01-09-2021,Thursday,Fudge,3,60,Whole,Pre-Order,Yes
11979,02-09-2021,01-09-2021,Thursday,Fudge,3,7.5,Slice,Pre-Order,Yes
11980,02-09-2021,01-09-2021,Thursday,Fudge,1,20,Whole,Pre-Order,Yes
11981,02-09-2021,01-09-2021,Thursday,Apple,4,10,Slice,Pre-Order,Yes
11982,02-09-2021,01-09-2021,Thursday,Blueberry,3,7.5,Slice,Pre-Order,Yes
11983,02-10-2019,01-10-2019,Wednesday,Pumpkin,2,40,Whole,Pre-Order,No
11984,02-10-2019,01-10-2019,Wednesday,Pumpkin,1,2.5,Slice,In-Store,Yes
11985,02-10-2019,01-10-2019,Wednesday,Pumpkin,4,10,Slice,Pre-Order,No
11986,02-10-2019,01-10-2019,Wednesday,Pumpkin,2,40,Whole,Pre-Order,No
11987,02-10-2019,01-10-2019,Wednesday,Pumpkin,1,20,Whole,In-Store,Yes
11988,02-10-2019,01-10-2019,Wednesday,Pumpkin,2,5,Slice,In-Store,Yes
11989,02-10-2019,01-10-2019,Wednesday,Fudge,4,10,Slice,In-Store,No
11990,02-10-2019,01-10-2019,Wednesday,Fudge,2,40,Whole,In-Store,Yes
11991,02-10-2019,01-10-2019,Wednesday,Fudge,1,20,Whole,In-Store,Yes
11992,02-10-2019,01-10-2019,Wednesday,Fudge,3,60,Whole,Pre-Order,No
11993,02-10-2019,01-10-2019,Wednesday,Apple,4,10,Slice,Pre-Order,No
11994,02-10-2019,01-10-2019,Wednesday,Apple,2,5,Slice,In-Store,No
11995,02-10-2019,01-10-2019,Wednesday,Fudge,5,100,Whole,Pre-Order,Yes
11996,02-10-2019,01-10-2019,Wednesday,Fudge,2,5,Slice,In-Store,Yes
11997,02-10-2019,01-10-2019,Wednesday,Fudge,1,20,Whole,In-Store,Yes
11998,24-10-2019,01-10-2019,Thursday,Apple,3,7.5,Slice,Pre-Order,Yes
11999,24-10-2019,01-10-2019,Thursday,Apple,5,12.5,Slice,Pre-Order,Yes
12000,25-07-2020,01-07-2020,Saturday,Pumpkin,5,12.5,Slice,In-Store,Yes
12001,25-07-2020,01-07-2020,Saturday,Pumpkin,2,40,Whole,Pre-Order,Yes
12002,25-07-2020,01-07-2020,Saturday,Pumpkin,2,40,Whole,In-Store,No
12003,25-07-2020,01-07-2020,Saturday,Pumpkin,4,80,Whole,Pre-Order,Yes
12004,25-07-2020,01-07-2020,Saturday,Pumpkin,3,7.5,Slice,In-Store,Yes
12005,25-07-2020,01-07-2020,Saturday,Pumpkin,2,5,Slice,In-Store,Yes
12006,25-07-2020,01-07-2020,Saturday,Pumpkin,2,5,Slice,In-Store,No
12007,25-07-2020,01-07-2020,Saturday,Fudge,3,60,Whole,Pre-Order,No
12008,25-07-2020,01-07-2020,Saturday,Fudge,3,7.5,Slice,Pre-Order,Yes
12009,25-07-2020,01-07-2020,Saturday,Fudge,1,2.5,Slice,In-Store,No
